Source IP,Dest IP,Source Port,Dest Port,Protocol,Num Packets,Small Packets,Large Packets,Avg Payload,Dropped Packets,Duration,First Packet Length,Null Packets,Ratio of same packets,Std of Payload,Percentage of Small Packet,Percent of Latge Packet,Inter Arrival Time,Bytes per second,Packets Received,Packets Sent,Avg length received,Avg Length Sent,Packet per Second
172.27.22.206,131.253.61.68,51165,443,TCP,13,8,5,38.46153846,0,12665.25,608.7692308,0,0,1826.207562,0.538461538,0.624859359,1055.4375,700.125,3335034.059,6971,663.6923077,66,1026.430588
172.27.22.206,204.79.197.213,51166,443,TCP,7,6,1,14.28571429,0,5447.75,25.85714286,0,0,62.77364584,0.714285714,0.033224726,907.9583333,875,3940.530612,235,81.57142857,66,1284.934147
172.27.22.206,204.79.197.213,51167,443,TCP,12,8,4,33.33333333,0,55939.25,158.1666667,0,0,424.369696,0.583333333,0.033929665,5085.386364,1092,180089.6389,1605,213.1666667,66,214.5184285
172.27.22.206,204.79.197.213,51168,443,TCP,7,6,1,14.28571429,0,5208,25.85714286,0,0,62.77364584,0.714285714,0.034754224,868,662.875,3940.530612,235,81.57142857,66,1344.086022
172.27.22.206,204.79.197.213,51169,443,TCP,7,6,1,14.28571429,0,4921.75,25.85714286,0,0,62.77364584,0.714285714,0.036775537,820.2916667,659.875,3940.530612,235,81.57142857,66,1422.258343
172.27.22.206,52.114.32.7,51170,443,TCP,13,9,4,30.76923077,0,48569,194.3846154,0,0,412.7231116,0.615384615,0.052029072,4047.416667,1443.125,170340.3669,1563,249.3076923,66,267.6604418
172.27.22.206,52.114.32.7,51171,443,TCP,14,10,4,28.57142857,0,49312.25,275.3571429,0,0,727.7007998,0.642857143,0.078175301,3793.25,1034,529548.4541,2891,330.2142857,66,283.9051149
172.27.22.206,111.221.29.254,51172,443,TCP,10,6,4,40,0,38913,199.2,0,0,308.2032446,0.5,0.051191119,4323.666667,1065,94989.24,875,254.4,66,256.9835274
172.27.22.206,52.230.3.194,51173,443,TCP,6,5,1,16.66666667,0,4847.25,29.66666667,0,0,65.5887863,0.666666667,0.036721853,969.45,697.25,4301.888889,232,85.66666667,66,1237.815256
172.27.22.206,131.253.61.64,51174,443,TCP,13,8,5,38.46153846,0,12250.25,608.7692308,0,0,1826.207562,0.538461538,0.646027632,1020.854167,740.75,3335034.059,6971,663.6923077,66,1061.202833
172.27.22.206,204.79.197.213,51175,443,TCP,7,6,1,14.28571429,0,5463.25,25.85714286,0,0,62.77364584,0.714285714,0.033130463,910.5416667,674,3940.530612,235,81.57142857,66,1281.28861
172.27.22.206,204.79.197.213,51176,443,TCP,7,6,1,14.28571429,0,4918.75,25.85714286,0,0,62.77364584,0.714285714,0.036797967,819.7916667,664.75,3940.530612,235,81.57142857,66,1423.125794
172.27.22.206,204.79.197.213,51177,443,TCP,7,6,1,14.28571429,0,5208.75,25.85714286,0,0,62.77364584,0.714285714,0.03474922,868.125,688,3940.530612,235,81.57142857,66,1343.892489
172.27.22.206,52.230.84.217,51178,443,TCP,6,5,1,16.66666667,0,4784.75,29.66666667,0,0,65.5887863,0.666666667,0.037201526,956.95,638.75,4301.888889,232,85.66666667,66,1253.984012
172.27.22.206,204.79.197.213,51179,443,TCP,7,6,1,14.28571429,0,5092.75,25.85714286,0,0,62.77364584,0.714285714,0.03554072,848.7916667,667,3940.530612,235,81.57142857,66,1374.50297
172.27.22.206,204.79.197.213,51180,443,TCP,7,6,1,14.28571429,0,5241,25.85714286,0,0,62.77364584,0.714285714,0.034535394,873.5,664.25,3940.530612,235,81.57142857,66,1335.622973
172.27.22.206,204.79.197.213,51181,443,TCP,7,6,1,14.28571429,0,5370,25.85714286,0,0,62.77364584,0.714285714,0.033705773,895,816.375,3940.530612,235,81.57142857,66,1303.538175
172.27.22.206,117.18.232.200,51182,443,TCP,21,16,5,23.80952381,0,38553,44.57142857,0,0,102.8060058,0.714285714,0.024278266,1927.65,947.25,10569.07483,447,99.14285714,66,544.7046922
